Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-000757,OPP-004825,ACC-000010,2024-07-12 13:43:46,2025-11-01 13:43:46,434066.02,Annual,Renewed,,Managed Services,Active
CONT-000758,OPP-004830,ACC-000043,2024-04-28 00:00:00,2025-04-28 00:00:00,158375.34,Annual,Non-Renewed,Competitor,Development Projects,Inactive
CONT-000759,OPP-004847,ACC-000046,2022-09-22 00:00:00,2023-09-22 00:00:00,177530.24,Annual,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-000760,OPP-004853,ACC-000035,2024-09-07 13:43:46,2026-08-17 13:43:46,367618.77,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-000761,OPP-004888,ACC-000022,2024-12-06 13:43:46,2027-01-17 13:43:46,50818.58,Quarterly,Renewed,,Data & Analytics Services,Active
CONT-000762,OPP-004891,ACC-000001,2024-08-10 13:43:46,2025-07-25 13:43:46,345726.6,Custom,Auto-Renew,,Professional Services,Active
CONT-000763,OPP-004894,ACC-000006,2024-07-24 00:00:00,2024-12-21 00:00:00,419852.94,Custom,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-000764,OPP-004903,ACC-000029,2023-12-12 00:00:00,2024-02-10 00:00:00,104217.87,Custom,Non-Renewed,Poor Service,System Integration,Inactive
CONT-000765,OPP-004905,ACC-000030,2022-01-15 00:00:00,2022-04-15 00:00:00,349095.62,Quarterly,Non-Renewed,Poor Service,Outcome-Based Contracts,Inactive
CONT-000766,OPP-004913,ACC-000052,2025-04-16 13:43:46,2026-09-23 13:43:46,79539.77,Custom,Renewed,,System Integration,Active
CONT-000767,OPP-004915,ACC-000045,2022-05-08 00:00:00,2023-05-08 00:00:00,52988.74,Annual,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-000768,OPP-004940,ACC-000027,2025-01-05 13:43:46,2026-08-22 13:43:46,131672.5,Quarterly,Auto-Renew,,System Integration,Active
CONT-000769,OPP-004984,ACC-000021,2025-03-13 13:43:46,2026-03-19 13:43:46,403284.91,Annual,Renewed,,Development Projects,Active
CONT-000770,OPP-004988,ACC-000049,2024-08-07 13:43:46,2027-05-29 13:43:46,250996.04,Annual,Auto-Renew,,Product Licensing,Active
CONT-000771,OPP-004992,ACC-000057,2024-11-24 00:00:00,2025-11-24 00:00:00,291560.68,Annual,Renewed,,System Integration,Active
CONT-000772,OPP-004996,ACC-000052,2024-12-15 13:43:46,2026-08-07 13:43:46,164565.08,Quarterly,Auto-Renew,,Professional Services,Active
CONT-000773,OPP-005003,ACC-000020,2024-03-10 00:00:00,2024-07-08 00:00:00,431141.6,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-000774,OPP-005009,ACC-000042,2024-11-23 00:00:00,2025-10-19 00:00:00,284975.74,Custom,Pending,,Outcome-Based Contracts,Active
CONT-000775,OPP-005016,ACC-000059,2024-10-09 13:43:46,2027-06-10 13:43:46,250192,Annual,Pending,,Data & Analytics Services,Active
CONT-000776,OPP-005026,ACC-000019,2024-12-30 13:43:46,2026-10-28 13:43:46,497104.86,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-000777,OPP-005029,ACC-000058,2022-02-12 00:00:00,2023-02-12 00:00:00,484700.91,Annual,Non-Renewed,Poor Service,Data & Analytics Services,Inactive
CONT-000778,OPP-005049,ACC-000032,2023-03-25 00:00:00,2024-01-19 00:00:00,99244.42,Custom,Non-Renewed,Poor Service,Staff Augmentation,Inactive
CONT-000779,OPP-005050,ACC-000058,2021-07-15 00:00:00,2021-10-13 00:00:00,171900.22,Quarterly,Non-Renewed,Competitor,Managed Services,Inactive
CONT-000780,OPP-005063,ACC-000035,2025-04-19 13:43:46,2026-05-16 13:43:46,40558.16,Annual,Auto-Renew,,Data & Analytics Services,Active
CONT-000781,OPP-005072,ACC-000007,2024-09-01 13:43:46,2026-10-07 13:43:46,101427.56,Custom,Renewed,,Managed Services,Active
CONT-000782,OPP-005085,ACC-000013,2025-02-08 13:43:46,2027-04-14 13:43:46,68152.75,Quarterly,Pending,,Infrastructure & Environment Setup,Active
CONT-000783,OPP-005094,ACC-000024,2024-10-18 13:43:46,2026-12-26 13:43:46,454699.02,Custom,Pending,,Support & Maintenance,Active
CONT-000784,OPP-005098,ACC-000034,2023-12-04 00:00:00,2024-12-03 00:00:00,412253.69,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-000785,OPP-005100,ACC-000051,2023-06-18 00:00:00,2024-06-17 00:00:00,497218.48,Annual,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-000786,OPP-005102,ACC-000038,2022-11-18 00:00:00,2023-01-17 00:00:00,125669.19,Custom,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-000787,OPP-005103,ACC-000031,2025-04-09 13:43:46,2027-05-02 13:43:46,410541.48,Annual,Pending,,Professional Services,Active
CONT-000788,OPP-005104,ACC-000060,2022-05-17 00:00:00,2023-05-17 00:00:00,250836.23,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-000789,OPP-005105,ACC-000060,2022-01-10 00:00:00,2022-12-06 00:00:00,492762.3,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-000790,OPP-005112,ACC-000010,2022-11-12 00:00:00,2023-02-10 00:00:00,379423.56,Quarterly,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-000791,OPP-005117,ACC-000015,2024-06-30 13:43:46,2026-12-17 13:43:46,193683.87,Custom,Auto-Renew,,Support & Maintenance,Active
CONT-000792,OPP-005131,ACC-000030,2025-01-26 13:43:46,2026-12-01 13:43:46,300232.36,Annual,Auto-Renew,,Development Projects,Active
CONT-000793,OPP-005136,ACC-000040,2024-08-17 13:43:46,2027-06-19 13:43:46,203021.66,Annual,Pending,,Staff Augmentation,Active
CONT-000794,OPP-005140,ACC-000039,2021-08-07 00:00:00,2022-07-03 00:00:00,101162.9,Custom,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-000795,OPP-005148,ACC-000035,2023-04-26 00:00:00,2024-04-25 00:00:00,53538.87,Annual,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-000796,OPP-005150,ACC-000053,2021-11-23 00:00:00,2022-10-19 00:00:00,227254.32,Custom,Non-Renewed,Budget Constraints,Staff Augmentation,Inactive
CONT-000797,OPP-005164,ACC-000047,2022-04-23 00:00:00,2023-04-23 00:00:00,393007.87,Annual,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-000798,OPP-005174,ACC-000061,2024-11-03 13:43:46,2027-05-19 13:43:46,479778.1,Quarterly,Pending,,Managed Services,Active
CONT-000799,OPP-005198,ACC-000018,2025-04-27 13:43:46,2027-02-09 13:43:46,341912,Annual,Pending,,Product Licensing,Active
CONT-000800,OPP-005200,ACC-000041,2025-01-11 13:43:46,2026-01-04 13:43:46,370048.38,Quarterly,Pending,,Managed Services,Active
CONT-000801,OPP-005205,ACC-000056,2025-06-06 13:43:46,2026-02-17 13:43:46,185176.75,Quarterly,Renewed,,Support & Maintenance,Active
CONT-000802,OPP-005209,ACC-000001,2024-10-02 13:43:46,2026-09-09 13:43:46,85104.8,Quarterly,Renewed,,Support & Maintenance,Active
CONT-000803,OPP-005219,ACC-000018,2024-08-03 13:43:46,2026-09-18 13:43:46,477590.86,Quarterly,Pending,,Development Projects,Active
CONT-000804,OPP-005225,ACC-000046,2024-07-25 13:43:46,2026-05-22 13:43:46,234943.87,Custom,Pending,,Product Licensing,Active
CONT-000805,OPP-005229,ACC-000022,2023-02-01 00:00:00,2023-11-28 00:00:00,180573.47,Custom,Non-Renewed,Product Issues,Development Projects,Inactive
CONT-000806,OPP-005239,ACC-000011,2025-04-09 13:43:46,2027-05-06 13:43:46,197022.33,Annual,Pending,,Staff Augmentation,Active
CONT-000807,OPP-005242,ACC-000003,2022-09-06 00:00:00,2023-09-06 00:00:00,189243.18,Annual,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-000808,OPP-005250,ACC-000035,2024-10-04 13:43:46,2026-02-14 13:43:46,50656.24,Annual,Pending,,Professional Services,Active
CONT-000809,OPP-005251,ACC-000055,2021-09-20 00:00:00,2021-10-20 00:00:00,9185.24,Custom,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-000810,OPP-005258,ACC-000005,2023-06-28 00:00:00,2023-09-26 00:00:00,179902.3,Custom,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-000811,OPP-005259,ACC-000028,2024-09-07 13:43:46,2027-05-31 13:43:46,246021.82,Custom,Auto-Renew,,Data & Analytics Services,Active
CONT-000812,OPP-005265,ACC-000059,2021-01-14 00:00:00,2021-03-15 00:00:00,32136.84,Custom,Non-Renewed,Merger/Acquisition,System Integration,Inactive
CONT-000813,OPP-005271,ACC-000062,2025-03-05 13:43:46,2025-08-27 13:43:46,54739.41,Annual,Renewed,,Support & Maintenance,Active
CONT-000814,OPP-005277,ACC-000060,2021-09-19 00:00:00,2022-09-19 00:00:00,121798.51,Annual,Non-Renewed,Poor Service,Support & Maintenance,Inactive
CONT-000815,OPP-005285,ACC-000047,2024-11-21 13:43:46,2026-10-26 13:43:46,266645.3,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-000816,OPP-005291,ACC-000037,2024-11-26 13:43:46,2027-06-11 13:43:46,274760.3,Quarterly,Pending,,Professional Services,Active
CONT-000817,OPP-005298,ACC-000031,2023-10-01 00:00:00,2024-09-30 00:00:00,142895.35,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-000818,OPP-005307,ACC-000051,2024-10-25 13:43:46,2026-03-17 13:43:46,423968.12,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-000819,OPP-005311,ACC-000056,2024-03-21 00:00:00,2025-03-21 00:00:00,442234.41,Annual,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-000820,OPP-005317,ACC-000041,2024-12-28 13:43:46,2026-08-12 13:43:46,321217.7,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000821,OPP-005324,ACC-000026,2025-01-04 13:43:46,2027-04-27 13:43:46,427147.52,Annual,Pending,,Support & Maintenance,Active
CONT-000822,OPP-005325,ACC-000030,2024-08-19 00:00:00,2025-07-15 00:00:00,300895.71,Custom,Renewed,,Development Projects,Active
CONT-000823,OPP-005331,ACC-000020,2025-05-03 13:43:46,2026-12-04 13:43:46,460192.93,Quarterly,Renewed,,Support & Maintenance,Active
CONT-000824,OPP-005336,ACC-000036,2021-12-01 00:00:00,2022-03-01 00:00:00,17188.81,Quarterly,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-000825,OPP-005340,ACC-000028,2023-08-10 00:00:00,2023-11-08 00:00:00,472772.73,Quarterly,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-000826,OPP-005341,ACC-000024,2024-04-05 00:00:00,2024-12-01 00:00:00,400684.37,Custom,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000827,OPP-005342,ACC-000034,2024-07-06 13:43:46,2026-01-07 13:43:46,401007.51,Custom,Renewed,,Development Projects,Active
CONT-000828,OPP-005346,ACC-000018,2021-11-11 00:00:00,2022-02-09 00:00:00,368217.66,Custom,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-000829,OPP-005347,ACC-000024,2024-11-24 13:43:46,2025-11-28 13:43:46,82023.04,Annual,Renewed,,Product Licensing,Active
CONT-000830,OPP-005351,ACC-000038,2024-09-01 13:43:46,2026-04-25 13:43:46,284086.94,Quarterly,Auto-Renew,,Managed Services,Active
CONT-000831,OPP-005355,ACC-000033,2021-11-01 00:00:00,2022-03-01 00:00:00,338478.51,Custom,Non-Renewed,Product Issues,Product Licensing,Inactive
CONT-000832,OPP-005358,ACC-000047,2025-06-22 13:43:46,2025-10-16 13:43:46,143384.57,Custom,Renewed,,Professional Services,Active
CONT-000833,OPP-005369,ACC-000057,2024-03-28 00:00:00,2024-07-26 00:00:00,215110.95,Custom,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-000834,OPP-005371,ACC-000004,2025-05-13 13:43:46,2025-12-25 13:43:46,365636.15,Quarterly,Pending,,Managed Services,Active
CONT-000835,OPP-005387,ACC-000002,2025-05-14 13:43:46,2027-01-19 13:43:46,139153.85,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000836,OPP-005406,ACC-000047,2025-01-30 13:43:46,2026-08-07 13:43:46,440571.93,Custom,Auto-Renew,,Managed Services,Active
CONT-000837,OPP-005407,ACC-000045,2025-03-18 13:43:46,2025-08-30 13:43:46,276880.69,Custom,Renewed,,Managed Services,Active
CONT-000838,OPP-005411,ACC-000033,2024-12-27 13:43:46,2026-10-31 13:43:46,377765.35,Quarterly,Renewed,,System Integration,Active
CONT-000839,OPP-005418,ACC-000030,2024-10-14 13:43:46,2026-01-22 13:43:46,185663.04,Custom,Pending,,Data & Analytics Services,Active
CONT-000840,OPP-005419,ACC-000061,2024-09-05 13:43:46,2025-11-14 13:43:46,440262.39,Custom,Pending,,System Integration,Active
CONT-000841,OPP-005431,ACC-000046,2025-04-02 13:43:46,2026-11-11 13:43:46,152711.98,Annual,Renewed,,Staff Augmentation,Active
CONT-000842,OPP-005446,ACC-000027,2024-12-07 13:43:46,2025-11-29 13:43:46,418567.14,Custom,Auto-Renew,,Development Projects,Active
CONT-000843,OPP-005453,ACC-000020,2024-04-24 00:00:00,2025-01-19 00:00:00,317003.29,Custom,Non-Renewed,Business Closure,System Integration,Inactive
CONT-000844,OPP-005458,ACC-000036,2023-04-03 00:00:00,2023-07-02 00:00:00,291393.94,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000845,OPP-005459,ACC-000027,2021-01-28 00:00:00,2021-04-28 00:00:00,490791.52,Quarterly,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-000846,OPP-005464,ACC-000020,2025-03-09 13:43:46,2026-07-08 13:43:46,118629.62,Annual,Pending,,System Integration,Active
CONT-000847,OPP-005472,ACC-000009,2022-05-02 00:00:00,2022-11-28 00:00:00,203114.2,Custom,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-000848,OPP-005475,ACC-000023,2025-06-26 13:43:46,2027-06-11 13:43:46,253721.06,Annual,Auto-Renew,,Staff Augmentation,Active
CONT-000849,OPP-005481,ACC-000056,2023-09-04 00:00:00,2024-09-03 00:00:00,59866.6,Annual,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000850,OPP-005485,ACC-000060,2025-05-06 13:43:46,2027-02-19 13:43:46,255217.57,Custom,Renewed,,Support & Maintenance,Active
CONT-000851,OPP-005488,ACC-000026,2024-10-03 13:43:46,2026-07-16 13:43:46,257724.33,Quarterly,Pending,,Managed Services,Active
CONT-000852,OPP-005489,ACC-000051,2025-05-05 13:43:46,2027-05-12 13:43:46,138219.69,Quarterly,Auto-Renew,,Staff Augmentation,Active
CONT-000853,OPP-005496,ACC-000037,2025-06-09 13:43:46,2025-10-09 13:43:46,214540.01,Custom,Renewed,,Staff Augmentation,Active
CONT-000854,OPP-005505,ACC-000020,2025-01-13 13:43:46,2027-03-23 13:43:46,311862.41,Quarterly,Renewed,,Staff Augmentation,Active
CONT-000855,OPP-005507,ACC-000019,2022-09-03 00:00:00,2023-03-02 00:00:00,206628.88,Custom,Non-Renewed,Business Closure,System Integration,Inactive
CONT-000856,OPP-005517,ACC-000018,2025-05-12 13:43:46,2026-07-07 13:43:46,251879.13,Annual,Renewed,,Product Licensing,Active
CONT-000857,OPP-005524,ACC-000034,2021-07-18 00:00:00,2021-10-16 00:00:00,446242.41,Quarterly,Non-Renewed,Product Issues,Staff Augmentation,Inactive
CONT-000858,OPP-005530,ACC-000033,2024-08-10 13:43:46,2027-03-27 13:43:46,289086.1,Quarterly,Auto-Renew,,Managed Services,Active
CONT-000859,OPP-005538,ACC-000051,2021-12-12 00:00:00,2022-03-12 00:00:00,342975.94,Quarterly,Non-Renewed,Business Closure,Staff Augmentation,Inactive
CONT-000860,OPP-005550,ACC-000027,2023-02-19 00:00:00,2024-02-19 00:00:00,276292.49,Annual,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000861,OPP-005556,ACC-000042,2024-08-07 13:43:46,2026-07-14 13:43:46,308479.98,Custom,Auto-Renew,,Professional Services,Active
CONT-000862,OPP-005558,ACC-000044,2023-01-22 00:00:00,2024-01-22 00:00:00,86306.65,Annual,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-000863,OPP-005561,ACC-000007,2022-11-28 00:00:00,2023-02-26 00:00:00,162984.79,Quarterly,Non-Renewed,Product Issues,Support & Maintenance,Inactive
CONT-000864,OPP-005568,ACC-000042,2021-06-26 00:00:00,2022-04-22 00:00:00,473094.26,Custom,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-000865,OPP-005571,ACC-000008,2022-06-19 00:00:00,2022-09-17 00:00:00,179334.46,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000866,OPP-005579,ACC-000016,2024-07-09 13:43:46,2026-11-01 13:43:46,269939,Quarterly,Renewed,,Support & Maintenance,Active
CONT-000867,OPP-005581,ACC-000056,2024-11-16 13:43:46,2026-07-27 13:43:46,452748.31,Custom,Pending,,Data & Analytics Services,Active
CONT-000868,OPP-005582,ACC-000040,2023-10-12 00:00:00,2024-10-11 00:00:00,464244.55,Annual,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-000869,OPP-005585,ACC-000058,2022-06-02 00:00:00,2022-12-29 00:00:00,494758.6,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-000870,OPP-005594,ACC-000054,2024-09-08 13:43:46,2026-01-11 13:43:46,465867.36,Annual,Pending,,Outcome-Based Contracts,Active
CONT-000871,OPP-005602,ACC-000059,2025-02-04 13:43:46,2026-11-15 13:43:46,401140.48,Quarterly,Auto-Renew,,System Integration,Active
CONT-000872,OPP-005612,ACC-000044,2025-01-03 13:43:46,2025-11-03 13:43:46,57780.9,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-000873,OPP-005616,ACC-000043,2021-07-23 00:00:00,2022-07-23 00:00:00,142310.5,Annual,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-000874,OPP-005617,ACC-000040,2023-04-18 00:00:00,2024-04-17 00:00:00,207137.91,Annual,Non-Renewed,Budget Constraints,Managed Services,Inactive
CONT-000875,OPP-005633,ACC-000023,2023-09-12 00:00:00,2023-12-11 00:00:00,69533.2,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000876,OPP-005635,ACC-000050,2022-10-11 00:00:00,2023-10-11 00:00:00,120436.19,Annual,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-000877,OPP-005647,ACC-000061,2023-09-17 00:00:00,2024-09-16 00:00:00,473480.9,Annual,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-000878,OPP-005664,ACC-000041,2025-06-03 13:43:46,2025-08-24 13:43:46,390055.91,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-000879,OPP-005666,ACC-000058,2025-01-16 13:43:46,2026-10-15 13:43:46,442313.49,Quarterly,Pending,,System Integration,Active
CONT-000880,OPP-005673,ACC-000047,2023-05-09 00:00:00,2024-05-08 00:00:00,126033.32,Annual,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-000881,OPP-005678,ACC-000053,2025-02-08 13:43:46,2026-12-15 13:43:46,414518.1,Annual,Renewed,,Professional Services,Active
CONT-000882,OPP-005680,ACC-000020,2021-08-07 00:00:00,2022-08-07 00:00:00,471555.21,Annual,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-000883,OPP-005682,ACC-000050,2025-03-28 13:43:46,2025-10-31 13:43:46,305919.63,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000884,OPP-005683,ACC-000010,2024-11-14 13:43:46,2027-02-10 13:43:46,452335.79,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-000885,OPP-005684,ACC-000043,2024-08-10 13:43:46,2026-09-26 13:43:46,201623.19,Quarterly,Pending,,Support & Maintenance,Active
CONT-000886,OPP-005690,ACC-000041,2021-12-28 00:00:00,2022-03-28 00:00:00,350011.33,Quarterly,Non-Renewed,Budget Constraints,Data & Analytics Services,Inactive
CONT-000887,OPP-005692,ACC-000037,2024-12-01 13:43:46,2026-06-22 13:43:46,372498.66,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000888,OPP-005710,ACC-000035,2024-10-17 13:43:46,2026-01-15 13:43:46,457693.17,Custom,Renewed,,Development Projects,Active
CONT-000889,OPP-005713,ACC-000041,2021-12-20 00:00:00,2022-12-20 00:00:00,12123.04,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-000890,OPP-005719,ACC-000010,2024-11-27 13:43:46,2026-07-05 13:43:46,247928.79,Quarterly,Auto-Renew,,Professional Services,Active
CONT-000891,OPP-005724,ACC-000012,2025-01-23 13:43:46,2027-06-01 13:43:46,224045.46,Annual,Pending,,Infrastructure & Environment Setup,Active
CONT-000892,OPP-005732,ACC-000050,2025-01-29 13:43:46,2027-04-18 13:43:46,457201.13,Custom,Pending,,Professional Services,Active
CONT-000893,OPP-005733,ACC-000039,2021-10-10 00:00:00,2022-01-08 00:00:00,77635.39,Quarterly,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-000894,OPP-005738,ACC-000034,2024-11-24 13:43:46,2025-12-25 13:43:46,256548.85,Annual,Auto-Renew,,Product Licensing,Active
CONT-000895,OPP-005743,ACC-000041,2025-05-15 13:43:46,2025-09-06 13:43:46,357147.92,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-000896,OPP-005752,ACC-000049,2024-11-17 13:43:46,2027-05-28 13:43:46,56669.73,Annual,Renewed,,System Integration,Active
CONT-000897,OPP-005753,ACC-000050,2022-08-18 00:00:00,2023-08-18 00:00:00,40277.38,Annual,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-000898,OPP-005755,ACC-000020,2021-04-07 00:00:00,2021-09-04 00:00:00,114825.39,Custom,Non-Renewed,Merger/Acquisition,Professional Services,Inactive
CONT-000899,OPP-005760,ACC-000045,2023-03-28 00:00:00,2024-03-27 00:00:00,304677.39,Annual,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-000900,OPP-005761,ACC-000060,2025-01-23 13:43:46,2027-06-20 13:43:46,366917.86,Annual,Renewed,,System Integration,Active
CONT-000901,OPP-005775,ACC-000049,2021-06-04 00:00:00,2021-09-02 00:00:00,276368.62,Quarterly,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-000902,OPP-005778,ACC-000046,2025-03-15 13:43:46,2027-04-25 13:43:46,69372.39,Custom,Pending,,Outcome-Based Contracts,Active
CONT-000903,OPP-005784,ACC-000002,2024-12-13 13:43:46,2026-01-15 13:43:46,92649.5,Annual,Pending,,Data & Analytics Services,Active
