Activity_ID,Account_ID,Activity_Date,Activity_Type,Activity_Channel,Activity_Outcome,Activity_Score
ENG-001611,ACC-000021,2024-06-20 20:31:43,Email,Sales,Negative,7
ENG-001612,ACC-000025,2022-12-26 21:23:22,Call,Sales,Neutral,2
ENG-001613,ACC-000001,2023-11-27 09:18:20,In-Person,Marketing,Neutral,3
ENG-001614,ACC-000002,2023-11-21 02:30:06,Call,Marketing,Neutral,4
ENG-001615,ACC-000024,2022-02-04 07:41:10,In-Person,Marketing,Negative,8
ENG-001616,ACC-000033,2023-11-20 07:56:59,In-Person,Marketing,Positive,1
ENG-001617,ACC-000041,2022-04-16 23:35:18,Webinar,Support,Negative,6
ENG-001618,ACC-000056,2025-01-18 08:02:52,Call,Marketing,Neutral,8
ENG-001619,ACC-000015,2024-12-08 11:40:26,In-Person,Sales,Negative,10
ENG-001620,ACC-000051,2025-03-29 03:08:30,Call,Sales,Neutral,8
ENG-001621,ACC-000043,2023-08-02 05:16:16,Call,Marketing,Neutral,5
ENG-001622,ACC-000039,2023-10-18 17:35:56,Email,Marketing,Positive,9
ENG-001623,ACC-000057,2022-10-21 16:03:45,Call,Support,Neutral,2
ENG-001624,ACC-000020,2022-03-28 06:57:34,In-Person,Support,Neutral,2
ENG-001625,ACC-000031,2023-07-30 10:31:26,Email,Support,Positive,3
ENG-001626,ACC-000049,2021-08-26 13:07:11,Call,Support,Neutral,1
ENG-001627,ACC-000011,2021-11-15 18:46:04,Webinar,Sales,Neutral,4
ENG-001628,ACC-000047,2021-09-23 19:49:22,Webinar,Marketing,Neutral,2
ENG-001629,ACC-000043,2022-06-24 22:33:22,Email,Marketing,Negative,8
ENG-001630,ACC-000006,2024-01-19 05:20:36,Webinar,Support,Negative,10
ENG-001631,ACC-000005,2022-06-03 11:31:03,Webinar,Sales,Negative,7
ENG-001632,ACC-000042,2021-07-29 12:41:53,In-Person,Support,Positive,5
ENG-001633,ACC-000008,2023-09-24 09:09:07,Webinar,Support,Positive,2
ENG-001634,ACC-000022,2023-07-11 02:27:00,Email,Marketing,Positive,10
ENG-001635,ACC-000024,2021-06-29 15:12:41,Email,Sales,Neutral,10
ENG-001636,ACC-000048,2022-11-25 21:40:06,Call,Sales,Positive,10
ENG-001637,ACC-000035,2025-05-24 11:22:44,Email,Sales,Neutral,6
ENG-001638,ACC-000050,2024-02-07 14:19:57,Webinar,Marketing,Positive,9
ENG-001639,ACC-000043,2022-05-07 12:51:55,Email,Support,Neutral,1
ENG-001640,ACC-000035,2024-12-02 08:11:35,In-Person,Sales,Positive,5
ENG-001641,ACC-000054,2022-01-17 06:43:54,Email,Sales,Negative,8
ENG-001642,ACC-000010,2022-12-09 22:08:48,Webinar,Support,Negative,1
ENG-001643,ACC-000039,2024-07-16 07:06:04,Webinar,Sales,Negative,2
ENG-001644,ACC-000018,2022-03-31 05:54:44,In-Person,Marketing,Positive,8
ENG-001645,ACC-000019,2025-05-25 20:21:33,In-Person,Support,Neutral,3
ENG-001646,ACC-000053,2024-11-26 02:16:49,Email,Marketing,Positive,1
ENG-001647,ACC-000060,2025-01-30 02:55:15,Email,Sales,Negative,7
ENG-001648,ACC-000020,2025-03-08 07:12:30,Email,Support,Negative,7
ENG-001649,ACC-000022,2022-11-13 05:59:39,In-Person,Marketing,Neutral,6
ENG-001650,ACC-000049,2021-09-29 02:08:10,In-Person,Sales,Positive,9
ENG-001651,ACC-000047,2021-08-01 14:42:03,Webinar,Sales,Negative,4
ENG-001652,ACC-000045,2022-02-13 00:49:55,In-Person,Support,Positive,6
ENG-001653,ACC-000049,2023-12-26 20:06:14,Call,Marketing,Neutral,8
ENG-001654,ACC-000042,2024-06-27 06:42:45,Email,Marketing,Positive,8
ENG-001655,ACC-000045,2025-05-23 10:19:25,In-Person,Sales,Positive,4
ENG-001656,ACC-000014,2022-02-03 14:55:22,Email,Marketing,Negative,1
ENG-001657,ACC-000024,2024-10-13 12:12:16,Call,Marketing,Positive,7
ENG-001658,ACC-000061,2021-12-17 21:08:53,In-Person,Marketing,Positive,1
ENG-001659,ACC-000007,2025-02-02 12:49:25,Webinar,Sales,Positive,1
ENG-001660,ACC-000008,2023-09-24 03:25:26,Webinar,Marketing,Neutral,3
ENG-001661,ACC-000041,2025-02-24 13:48:44,In-Person,Support,Positive,2
ENG-001662,ACC-000016,2023-01-16 09:48:30,In-Person,Sales,Neutral,10
ENG-001663,ACC-000062,2021-10-19 05:54:11,Email,Marketing,Negative,7
ENG-001664,ACC-000050,2023-01-29 22:12:09,Call,Sales,Negative,7
ENG-001665,ACC-000018,2024-06-27 00:48:34,In-Person,Sales,Positive,2
ENG-001666,ACC-000008,2024-04-22 04:04:50,Call,Support,Neutral,9
ENG-001667,ACC-000015,2023-03-05 02:36:01,Call,Marketing,Negative,10
ENG-001668,ACC-000031,2023-12-25 22:00:49,Webinar,Marketing,Negative,2
ENG-001669,ACC-000051,2021-12-02 12:28:52,Email,Sales,Neutral,7
ENG-001670,ACC-000020,2022-12-03 09:38:06,Email,Support,Neutral,2
ENG-001671,ACC-000046,2022-10-10 08:20:57,Email,Sales,Negative,1
ENG-001672,ACC-000026,2022-11-11 17:14:53,In-Person,Support,Negative,10
ENG-001673,ACC-000035,2022-01-26 13:00:56,Call,Support,Negative,2
ENG-001674,ACC-000012,2022-02-28 05:53:57,Email,Support,Negative,8
ENG-001675,ACC-000052,2024-08-09 05:47:28,Webinar,Support,Positive,3
ENG-001676,ACC-000037,2023-05-08 05:21:45,Email,Marketing,Positive,2
ENG-001677,ACC-000036,2024-11-09 15:45:28,Webinar,Support,Positive,2
ENG-001678,ACC-000033,2024-03-17 15:17:32,Webinar,Sales,Negative,3
ENG-001679,ACC-000028,2023-07-25 09:51:43,Call,Support,Neutral,1
ENG-001680,ACC-000061,2024-04-02 00:55:24,Webinar,Marketing,Negative,8
ENG-001681,ACC-000009,2022-11-03 10:54:40,In-Person,Marketing,Neutral,9
ENG-001682,ACC-000059,2022-03-26 04:28:30,Webinar,Marketing,Negative,9
ENG-001683,ACC-000014,2024-07-01 03:25:08,Call,Marketing,Positive,4
ENG-001684,ACC-000003,2023-11-18 13:45:41,Email,Support,Neutral,4
ENG-001685,ACC-000062,2024-06-09 23:32:04,Email,Marketing,Negative,4
ENG-001686,ACC-000038,2025-04-10 12:25:43,Webinar,Sales,Positive,10
ENG-001687,ACC-000028,2025-06-10 11:35:17,Call,Marketing,Neutral,5
ENG-001688,ACC-000025,2024-02-06 22:27:29,Email,Sales,Neutral,2
ENG-001689,ACC-000061,2024-11-02 02:54:34,Webinar,Marketing,Neutral,3
ENG-001690,ACC-000035,2023-01-03 21:08:58,Email,Support,Negative,5
ENG-001691,ACC-000041,2022-06-10 08:36:55,Email,Marketing,Neutral,10
ENG-001692,ACC-000043,2024-04-27 10:32:52,Email,Sales,Positive,6
ENG-001693,ACC-000051,2023-12-30 11:22:55,In-Person,Sales,Positive,10
ENG-001694,ACC-000016,2024-12-14 18:47:01,Call,Sales,Positive,9
ENG-001695,ACC-000008,2022-03-27 23:18:41,In-Person,Support,Neutral,2
ENG-001696,ACC-000024,2023-02-06 08:54:39,Webinar,Sales,Positive,4
ENG-001697,ACC-000018,2022-10-18 04:55:40,Call,Support,Neutral,4
ENG-001698,ACC-000025,2024-08-11 19:02:41,Call,Support,Positive,9
ENG-001699,ACC-000047,2024-06-02 02:48:40,Webinar,Marketing,Neutral,2
ENG-001700,ACC-000034,2022-09-29 02:07:42,Webinar,Marketing,Negative,5
ENG-001701,ACC-000036,2022-01-12 09:37:12,Webinar,Marketing,Positive,1
ENG-001702,ACC-000011,2022-03-31 15:10:26,Webinar,Sales,Positive,6
ENG-001703,ACC-000052,2024-08-03 18:30:59,In-Person,Sales,Negative,3
ENG-001704,ACC-000017,2021-07-01 08:45:34,Call,Marketing,Negative,3
ENG-001705,ACC-000043,2024-06-23 02:30:02,Email,Support,Neutral,10
ENG-001706,ACC-000048,2023-12-05 10:33:28,Webinar,Support,Negative,6
ENG-001707,ACC-000046,2023-02-26 21:41:17,Email,Marketing,Negative,7
ENG-001708,ACC-000046,2025-02-09 04:14:50,In-Person,Support,Neutral,6
ENG-001709,ACC-000052,2024-10-08 00:22:07,In-Person,Marketing,Neutral,5
ENG-001710,ACC-000061,2023-11-27 03:01:10,In-Person,Marketing,Negative,4
ENG-001711,ACC-000020,2021-08-17 21:02:42,Call,Sales,Neutral,6
ENG-001712,ACC-000055,2022-04-07 10:13:43,Call,Marketing,Positive,2
ENG-001713,ACC-000047,2024-01-20 08:24:22,Email,Support,Positive,10
ENG-001714,ACC-000004,2022-11-04 21:42:54,Call,Marketing,Neutral,9
ENG-001715,ACC-000060,2025-05-29 08:31:20,In-Person,Support,Neutral,9
ENG-001716,ACC-000060,2024-12-06 00:14:11,Email,Sales,Neutral,9
ENG-001717,ACC-000044,2024-02-03 07:40:13,Call,Sales,Positive,10
ENG-001718,ACC-000013,2022-06-06 17:18:02,Call,Marketing,Neutral,9
ENG-001719,ACC-000048,2024-03-18 05:29:20,Webinar,Support,Negative,9
ENG-001720,ACC-000044,2023-11-24 02:58:13,Call,Marketing,Neutral,3
ENG-001721,ACC-000044,2021-12-07 07:14:22,Email,Support,Positive,6
ENG-001722,ACC-000054,2025-06-22 15:58:51,Email,Marketing,Neutral,1
ENG-001723,ACC-000028,2023-08-08 08:50:55,In-Person,Sales,Positive,6
ENG-001724,ACC-000008,2022-02-02 01:17:37,Webinar,Marketing,Positive,9
ENG-001725,ACC-000055,2022-11-25 00:34:57,Call,Sales,Neutral,8
ENG-001726,ACC-000019,2024-08-29 10:08:32,Webinar,Support,Positive,10
ENG-001727,ACC-000026,2021-10-27 10:34:14,Email,Sales,Negative,9
ENG-001728,ACC-000053,2022-07-03 06:51:36,Call,Sales,Negative,8
ENG-001729,ACC-000004,2022-12-19 07:44:50,Webinar,Support,Negative,8
ENG-001730,ACC-000022,2022-11-06 22:14:55,Webinar,Sales,Positive,1
ENG-001731,ACC-000023,2022-03-16 09:01:31,Email,Sales,Neutral,1
ENG-001732,ACC-000007,2024-03-12 20:29:26,In-Person,Sales,Positive,2
ENG-001733,ACC-000034,2025-04-03 20:51:36,Email,Sales,Positive,8
ENG-001734,ACC-000001,2021-11-13 09:40:27,Email,Marketing,Neutral,4
ENG-001735,ACC-000031,2024-12-25 23:30:04,In-Person,Sales,Neutral,6
ENG-001736,ACC-000028,2024-07-03 21:53:24,Email,Marketing,Neutral,2
ENG-001737,ACC-000029,2024-05-04 10:03:19,In-Person,Support,Positive,6
ENG-001738,ACC-000048,2024-03-17 09:12:14,In-Person,Support,Neutral,4
ENG-001739,ACC-000008,2024-08-04 11:28:46,Email,Sales,Positive,3
ENG-001740,ACC-000026,2025-04-05 22:34:04,In-Person,Marketing,Neutral,1
ENG-001741,ACC-000011,2022-12-02 03:22:34,Email,Sales,Negative,5
ENG-001742,ACC-000008,2023-05-23 09:17:59,In-Person,Sales,Negative,8
ENG-001743,ACC-000052,2021-07-16 06:35:18,Email,Sales,Neutral,9
ENG-001744,ACC-000047,2022-08-14 13:33:55,In-Person,Support,Positive,2
ENG-001745,ACC-000051,2022-05-20 07:19:32,Call,Support,Positive,6
ENG-001746,ACC-000033,2022-07-21 05:17:11,Call,Marketing,Positive,1
ENG-001747,ACC-000044,2024-06-09 09:12:22,Webinar,Sales,Negative,1
ENG-001748,ACC-000028,2021-10-11 21:18:05,In-Person,Sales,Neutral,8
ENG-001749,ACC-000006,2022-12-25 00:36:49,In-Person,Support,Negative,3
ENG-001750,ACC-000047,2022-08-01 06:37:49,Email,Support,Neutral,2
ENG-001751,ACC-000056,2024-11-02 03:57:41,Webinar,Marketing,Positive,7
ENG-001752,ACC-000013,2021-12-13 09:33:02,In-Person,Marketing,Positive,9
ENG-001753,ACC-000040,2024-07-21 16:41:39,Email,Support,Negative,3
ENG-001754,ACC-000015,2021-06-30 13:29:38,Call,Support,Neutral,1
ENG-001755,ACC-000018,2021-09-11 08:47:46,Email,Support,Neutral,1
ENG-001756,ACC-000040,2023-02-18 02:30:24,Email,Support,Positive,7
ENG-001757,ACC-000027,2023-05-10 07:45:35,Webinar,Marketing,Negative,4
ENG-001758,ACC-000015,2024-08-09 14:27:30,Webinar,Sales,Neutral,1
ENG-001759,ACC-000033,2023-04-11 11:32:06,In-Person,Marketing,Positive,5
ENG-001760,ACC-000008,2022-03-13 23:16:31,Webinar,Sales,Neutral,6
ENG-001761,ACC-000046,2025-04-02 16:13:03,In-Person,Support,Neutral,1
ENG-001762,ACC-000012,2023-04-02 17:28:55,Call,Support,Positive,6
ENG-001763,ACC-000014,2023-08-03 13:09:28,Webinar,Sales,Neutral,10
ENG-001764,ACC-000007,2025-03-29 08:31:18,In-Person,Support,Neutral,8
ENG-001765,ACC-000024,2023-02-06 21:09:25,Webinar,Sales,Positive,2
ENG-001766,ACC-000043,2022-12-26 04:34:33,Call,Marketing,Negative,3
ENG-001767,ACC-000022,2023-10-24 18:58:40,Webinar,Marketing,Neutral,10
ENG-001768,ACC-000034,2023-02-01 15:42:02,Webinar,Support,Negative,5
ENG-001769,ACC-000014,2021-12-03 03:15:34,In-Person,Support,Positive,3
ENG-001770,ACC-000041,2025-01-06 01:53:33,Call,Support,Negative,4
ENG-001771,ACC-000013,2023-07-13 10:23:01,In-Person,Support,Positive,9
ENG-001772,ACC-000040,2024-11-04 19:42:51,Webinar,Sales,Negative,8
ENG-001773,ACC-000049,2025-03-01 19:52:28,Email,Marketing,Negative,3
ENG-001774,ACC-000003,2023-12-13 13:11:58,Email,Support,Neutral,9
ENG-001775,ACC-000046,2024-04-04 19:37:59,Webinar,Marketing,Neutral,6
ENG-001776,ACC-000029,2024-09-18 11:05:49,Call,Sales,Positive,8
ENG-001777,ACC-000027,2024-05-31 00:55:32,Call,Support,Negative,5
ENG-001778,ACC-000045,2022-06-14 00:03:45,Email,Sales,Positive,10
ENG-001779,ACC-000004,2022-03-08 06:00:11,Email,Marketing,Neutral,8
ENG-001780,ACC-000044,2023-05-30 14:56:36,Call,Support,Neutral,9
ENG-001781,ACC-000025,2021-10-21 01:48:50,In-Person,Sales,Negative,5
ENG-001782,ACC-000014,2024-11-21 01:51:42,Email,Support,Positive,10
ENG-001783,ACC-000014,2025-02-01 10:02:23,Call,Marketing,Neutral,9
ENG-001784,ACC-000046,2021-08-19 11:26:52,Webinar,Sales,Positive,5
ENG-001785,ACC-000046,2022-09-29 16:43:08,Webinar,Marketing,Positive,3
ENG-001786,ACC-000015,2021-07-29 18:17:27,Call,Marketing,Positive,5
ENG-001787,ACC-000003,2022-11-05 16:21:23,Email,Sales,Positive,5
ENG-001788,ACC-000056,2022-08-08 05:16:31,Call,Marketing,Positive,4
ENG-001789,ACC-000035,2021-12-08 06:09:42,Call,Support,Negative,6
ENG-001790,ACC-000041,2021-10-21 20:07:13,Webinar,Sales,Positive,9
ENG-001791,ACC-000017,2022-12-11 13:15:44,Email,Sales,Negative,5
ENG-001792,ACC-000021,2022-03-19 19:42:37,Call,Marketing,Positive,6
ENG-001793,ACC-000015,2025-04-07 22:12:21,Webinar,Support,Neutral,1
ENG-001794,ACC-000035,2023-02-01 19:48:48,Call,Marketing,Negative,7
ENG-001795,ACC-000061,2022-03-05 12:40:59,Webinar,Marketing,Negative,10
ENG-001796,ACC-000036,2024-08-08 16:06:39,Email,Sales,Positive,6
ENG-001797,ACC-000018,2021-10-23 02:01:18,Email,Marketing,Negative,7
ENG-001798,ACC-000010,2023-10-26 09:05:29,In-Person,Support,Negative,7
ENG-001799,ACC-000024,2025-04-23 18:13:29,Email,Sales,Positive,8
ENG-001800,ACC-000012,2021-11-20 04:55:23,In-Person,Support,Positive,4
ENG-001801,ACC-000037,2022-12-05 13:26:23,In-Person,Marketing,Positive,5
ENG-001802,ACC-000002,2024-01-07 08:47:33,Webinar,Support,Positive,7
ENG-001803,ACC-000044,2024-02-06 20:03:44,Email,Support,Positive,2
ENG-001804,ACC-000028,2025-04-16 03:36:51,Email,Sales,Negative,7
ENG-001805,ACC-000007,2023-07-18 11:27:38,Email,Marketing,Positive,10
ENG-001806,ACC-000007,2024-06-26 23:33:57,In-Person,Sales,Positive,2
ENG-001807,ACC-000053,2021-08-15 17:14:21,Call,Marketing,Positive,3
ENG-001808,ACC-000016,2023-04-29 14:37:41,Call,Sales,Positive,10
ENG-001809,ACC-000001,2024-04-08 23:00:52,Call,Support,Negative,6
ENG-001810,ACC-000055,2022-03-11 21:16:12,Call,Support,Positive,8
ENG-001811,ACC-000049,2024-01-28 00:10:15,In-Person,Support,Neutral,6
ENG-001812,ACC-000031,2025-04-10 18:08:06,Email,Support,Positive,9
ENG-001813,ACC-000045,2023-05-04 01:53:33,Webinar,Marketing,Negative,2
ENG-001814,ACC-000002,2022-02-27 14:58:56,Call,Support,Negative,5
ENG-001815,ACC-000007,2021-09-19 18:25:54,In-Person,Support,Positive,4
ENG-001816,ACC-000002,2021-12-02 20:53:37,Email,Sales,Neutral,3
ENG-001817,ACC-000023,2022-11-24 21:49:46,Webinar,Support,Negative,7
ENG-001818,ACC-000044,2022-05-13 21:12:21,Call,Sales,Positive,2
ENG-001819,ACC-000015,2022-04-19 16:51:19,Call,Sales,Neutral,2
ENG-001820,ACC-000040,2023-03-26 08:47:17,Webinar,Support,Neutral,2
ENG-001821,ACC-000058,2024-06-15 15:06:21,Call,Marketing,Positive,3
ENG-001822,ACC-000028,2023-11-06 08:32:15,Webinar,Marketing,Positive,7
ENG-001823,ACC-000010,2024-07-24 05:15:37,Webinar,Marketing,Neutral,6
ENG-001824,ACC-000057,2025-06-05 09:36:49,Call,Sales,Neutral,6
ENG-001825,ACC-000060,2024-08-05 13:07:56,Webinar,Marketing,Positive,1
ENG-001826,ACC-000056,2023-10-15 15:03:52,Email,Marketing,Positive,6
ENG-001827,ACC-000010,2022-08-14 15:30:58,In-Person,Sales,Negative,8
ENG-001828,ACC-000053,2024-04-19 18:36:12,Call,Support,Negative,7
ENG-001829,ACC-000062,2022-09-08 21:40:11,Webinar,Support,Positive,6
ENG-001830,ACC-000009,2022-10-03 13:37:43,Email,Sales,Neutral,6
ENG-001831,ACC-000032,2022-07-02 14:10:15,In-Person,Sales,Negative,7
ENG-001832,ACC-000039,2021-11-24 13:44:01,Webinar,Support,Negative,4
ENG-001833,ACC-000025,2021-09-13 16:16:20,In-Person,Marketing,Neutral,9
ENG-001834,ACC-000035,2023-02-28 22:11:06,In-Person,Marketing,Negative,4
ENG-001835,ACC-000025,2023-12-03 18:51:08,Call,Marketing,Negative,7
ENG-001836,ACC-000034,2023-10-30 10:38:13,Email,Marketing,Positive,4
ENG-001837,ACC-000024,2025-01-23 05:46:27,Call,Support,Positive,6
ENG-001838,ACC-000036,2023-07-31 05:36:26,In-Person,Support,Positive,1
ENG-001839,ACC-000059,2022-02-22 03:58:36,Webinar,Sales,Positive,5
ENG-001840,ACC-000030,2021-09-21 05:49:01,Email,Marketing,Neutral,4
ENG-001841,ACC-000014,2023-01-10 02:24:22,Email,Support,Negative,3
ENG-001842,ACC-000008,2021-07-04 11:59:01,Email,Sales,Negative,1
ENG-001843,ACC-000045,2023-04-23 20:02:04,In-Person,Sales,Positive,2
ENG-001844,ACC-000043,2021-11-11 16:45:03,Call,Sales,Negative,3
ENG-001845,ACC-000002,2022-09-29 03:19:41,Email,Sales,Positive,2
ENG-001846,ACC-000016,2024-12-29 10:50:48,Call,Support,Negative,7
ENG-001847,ACC-000010,2024-04-21 23:37:54,Email,Sales,Negative,3
ENG-001848,ACC-000048,2024-02-24 14:48:31,Webinar,Sales,Neutral,6
ENG-001849,ACC-000029,2024-01-16 23:23:08,Call,Sales,Positive,3
ENG-001850,ACC-000004,2023-07-14 17:40:10,Call,Marketing,Positive,9
ENG-001851,ACC-000011,2022-05-04 18:08:42,Call,Sales,Neutral,8
ENG-001852,ACC-000036,2021-11-26 05:39:45,Webinar,Marketing,Negative,5
ENG-001853,ACC-000046,2021-08-07 13:13:30,Email,Sales,Positive,5
ENG-001854,ACC-000006,2022-05-16 01:29:43,In-Person,Support,Negative,4
ENG-001855,ACC-000026,2022-03-20 22:48:52,Call,Support,Neutral,3
ENG-001856,ACC-000053,2024-03-15 23:12:04,Call,Marketing,Neutral,8
ENG-001857,ACC-000021,2022-09-24 21:14:55,In-Person,Sales,Positive,1
ENG-001858,ACC-000052,2021-11-02 20:31:40,Webinar,Marketing,Neutral,4
ENG-001859,ACC-000018,2023-07-04 05:43:20,Call,Support,Positive,6
ENG-001860,ACC-000039,2025-01-29 07:43:12,Webinar,Support,Positive,5
ENG-001861,ACC-000011,2021-12-25 00:12:49,Call,Support,Positive,10
ENG-001862,ACC-000001,2022-10-20 13:58:36,Webinar,Support,Negative,4
ENG-001863,ACC-000041,2024-10-29 20:02:54,Call,Support,Neutral,2
ENG-001864,ACC-000037,2023-03-08 00:23:08,Call,Marketing,Neutral,1
ENG-001865,ACC-000004,2023-06-30 03:48:38,Webinar,Support,Neutral,1
ENG-001866,ACC-000023,2023-07-28 08:34:46,Webinar,Sales,Negative,4
ENG-001867,ACC-000021,2025-04-18 17:10:46,In-Person,Marketing,Neutral,3
ENG-001868,ACC-000045,2024-04-20 11:05:18,Call,Sales,Neutral,9
ENG-001869,ACC-000007,2022-08-14 05:48:32,Email,Support,Negative,7
ENG-001870,ACC-000031,2021-11-17 03:33:28,Call,Sales,Positive,3
ENG-001871,ACC-000044,2024-03-21 16:14:31,In-Person,Support,Negative,2
ENG-001872,ACC-000061,2023-10-21 20:13:03,Email,Support,Negative,3
ENG-001873,ACC-000050,2023-02-20 13:47:13,Email,Marketing,Negative,10
ENG-001874,ACC-000042,2022-04-11 18:36:01,Webinar,Sales,Positive,6
ENG-001875,ACC-000019,2023-01-25 22:22:35,Webinar,Marketing,Neutral,1
ENG-001876,ACC-000058,2025-04-04 03:17:21,In-Person,Support,Positive,10
ENG-001877,ACC-000039,2023-02-11 03:02:10,Call,Support,Negative,8
ENG-001878,ACC-000007,2023-01-23 10:01:16,Call,Support,Neutral,9
ENG-001879,ACC-000056,2022-04-14 10:02:42,Call,Sales,Positive,8
ENG-001880,ACC-000021,2023-05-22 01:26:08,Email,Sales,Positive,2
ENG-001881,ACC-000018,2021-09-05 21:10:06,Webinar,Sales,Positive,2
ENG-001882,ACC-000012,2022-08-11 14:06:50,In-Person,Sales,Neutral,5
ENG-001883,ACC-000049,2023-05-12 16:26:24,In-Person,Marketing,Positive,2
ENG-001884,ACC-000037,2023-06-21 00:20:46,In-Person,Support,Neutral,5
ENG-001885,ACC-000026,2022-08-11 18:01:22,In-Person,Marketing,Negative,3
ENG-001886,ACC-000029,2022-06-15 00:39:08,Webinar,Marketing,Negative,6
ENG-001887,ACC-000024,2025-01-18 22:17:12,Call,Marketing,Neutral,9
ENG-001888,ACC-000029,2022-08-19 18:26:44,Webinar,Marketing,Positive,10
ENG-001889,ACC-000042,2023-11-22 02:21:59,Call,Marketing,Positive,9
ENG-001890,ACC-000001,2021-10-02 07:48:40,Email,Support,Neutral,7
ENG-001891,ACC-000011,2022-02-18 08:17:19,In-Person,Support,Positive,7
ENG-001892,ACC-000056,2024-09-09 03:05:15,In-Person,Marketing,Positive,6
ENG-001893,ACC-000030,2024-06-14 12:02:52,In-Person,Marketing,Negative,8
ENG-001894,ACC-000007,2024-04-30 10:45:24,Call,Support,Negative,2
ENG-001895,ACC-000059,2021-11-25 19:03:50,In-Person,Sales,Positive,7
ENG-001896,ACC-000022,2021-11-08 17:07:44,Call,Sales,Neutral,10
ENG-001897,ACC-000032,2024-05-01 11:50:14,Email,Marketing,Negative,8
ENG-001898,ACC-000008,2022-12-14 15:12:02,Webinar,Sales,Positive,9
ENG-001899,ACC-000010,2024-12-05 00:52:08,In-Person,Support,Negative,4
ENG-001900,ACC-000021,2023-10-17 16:24:39,Call,Marketing,Neutral,1
ENG-001901,ACC-000060,2023-04-02 16:16:11,Webinar,Sales,Neutral,4
ENG-001902,ACC-000004,2024-09-15 16:29:08,Email,Support,Negative,7
ENG-001903,ACC-000018,2023-12-31 16:19:27,Webinar,Marketing,Positive,2
ENG-001904,ACC-000010,2022-06-17 00:01:09,Call,Sales,Neutral,2
ENG-001905,ACC-000020,2023-11-05 13:30:14,In-Person,Sales,Negative,4
ENG-001906,ACC-000043,2021-10-01 07:22:03,Webinar,Support,Positive,2
ENG-001907,ACC-000058,2025-01-24 16:55:09,In-Person,Sales,Neutral,3
ENG-001908,ACC-000013,2023-02-19 22:05:24,Webinar,Sales,Neutral,8
ENG-001909,ACC-000035,2024-12-20 22:05:12,Email,Marketing,Neutral,6
ENG-001910,ACC-000059,2023-09-18 09:00:29,In-Person,Support,Negative,10
ENG-001911,ACC-000013,2023-04-09 21:27:49,Call,Marketing,Negative,10
ENG-001912,ACC-000040,2023-10-08 11:09:11,Email,Sales,Negative,6
ENG-001913,ACC-000001,2024-05-30 21:28:40,Email,Sales,Positive,8
ENG-001914,ACC-000056,2025-03-06 05:52:48,Webinar,Support,Negative,7
ENG-001915,ACC-000017,2025-06-22 03:48:48,Call,Sales,Positive,8
ENG-001916,ACC-000041,2023-07-06 04:27:54,Call,Support,Positive,4
ENG-001917,ACC-000027,2023-12-05 06:03:54,Email,Marketing,Neutral,4
ENG-001918,ACC-000023,2025-03-29 04:10:03,Email,Support,Negative,10
ENG-001919,ACC-000062,2022-06-29 15:06:00,Call,Sales,Neutral,1
ENG-001920,ACC-000020,2023-07-08 10:04:25,Webinar,Marketing,Positive,8
ENG-001921,ACC-000042,2022-10-05 19:44:35,In-Person,Sales,Neutral,6
ENG-001922,ACC-000023,2021-10-29 05:23:11,In-Person,Marketing,Neutral,2
ENG-001923,ACC-000060,2023-03-03 21:06:08,Email,Sales,Neutral,6
ENG-001924,ACC-000012,2025-04-30 23:42:08,Email,Marketing,Neutral,7
ENG-001925,ACC-000019,2025-02-14 02:54:46,In-Person,Marketing,Neutral,10
ENG-001926,ACC-000061,2024-07-12 04:58:32,Call,Support,Positive,2
ENG-001927,ACC-000042,2021-08-21 12:30:03,Call,Marketing,Neutral,2
ENG-001928,ACC-000032,2023-08-17 13:25:42,Call,Marketing,Neutral,9
ENG-001929,ACC-000038,2023-12-02 22:21:05,Call,Marketing,Neutral,7
ENG-001930,ACC-000014,2025-04-27 09:07:36,Email,Sales,Negative,7
ENG-001931,ACC-000008,2023-09-09 10:04:40,Email,Sales,Positive,6
ENG-001932,ACC-000062,2024-11-23 00:40:49,In-Person,Sales,Negative,7
ENG-001933,ACC-000001,2023-12-03 08:14:56,Webinar,Support,Negative,5
ENG-001934,ACC-000018,2024-05-16 02:03:36,Webinar,Sales,Neutral,4
ENG-001935,ACC-000001,2024-02-17 03:11:12,In-Person,Support,Positive,1
